Substation,,,,,,,,,,,,,,
Longitude,Latitude,Sub Num,Sub Name,Sub ID,Area Name,Zone Name,# of Buses,Nominal kV(max),Gen MW,Gen Mvar,Load MW,Load Mvar,Shunt MW,Shunt Mvar
-102.081,31.992,22,MIDLAND 3,22,Far West,Far West Texas,1,115,,,83.18,23.57,0,40.19
-103.222,29.802,23,ALPINE,23,Far West,Far West Texas,1,115,,,24.63,6.98,0,0
-103.759,31.005,24,FORT DAVIS,24,Far West,Far West Texas,1,115,,,9.25,2.62,,
-102.242,31.209,25,MCCAMEY 1,25,Far West,Far West Texas,2,230,208.5,-40.03,,,0,51.69
-101.303,31.991,26,BIG SPRING 4,26,Far West,Far West Texas,2,115,67.5,-6.87,,,,
-102.596,31.187,27,CRANE,27,Far West,Far West Texas,1,115,,,13.6,3.85,,
-102.474,31.799,28,ODESSA 5,28,Far West,Far West Texas,1,115,,,102.24,28.97,,
-102.506,30.773,29,FORT STOCKTON 1,29,Far West,Far West Texas,2,115,110.63,-16.65,,,,
-102.697,32.336,30,ANDREWS,30,Far West,Far West Texas,1,115,,,44.36,12.57,,
-101.399,32.141,31,FORSAN,31,Far West,Far West Texas,3,115,44.1,-1.16,,,,
-101.173,31.273,32,BIG LAKE,32,Far West,Far West Texas,1,115,,,14.68,4.16,,
-102.202,32.054,33,MIDLAND 5,33,Far West,Far West Texas,1,115,,,98.56,27.93,,
-101.331,30.576,34,OZONA,34,Far West,Far West Texas,1,115,,,11.08,3.14,0,12.43
-102.963,31.584,35,MONAHANS 1,35,Far West,Far West Texas,7,230,267.45,-14.06,,,,
-101.754,32.49,36,STANTON,36,Far West,Far West Texas,1,115,,,14.99,4.25,,
-101.764,32.927,37,ODONNELL,37,Far West,Far West Texas,1,115,,,3.98,1.13,,
-101.837,32.235,38,LENORAH,38,Far West,Far West Texas,2,115,0,0,,,0,62.39
-101.921,30.885,39,IRAAN 3,39,Far West,Far West Texas,3,115,0,0,13.46,3.81,,
-101.422,32.273,40,BIG SPRING 6,40,Far West,Far West Texas,3,115,0,0,,,,
-102.312,32.001,41,ODESSA 3,41,Far West,Far West Texas,1,115,,,123.76,35.07,,
-101.451,32.101,42,BIG SPRING 3,42,Far West,Far West Texas,2,115,106.88,-0.83,,,,
-101.365,32.103,43,BIG SPRING 7,43,Far West,Far West Texas,1,115,,,101.55,28.77,,
-101.918,31.518,44,MIDLAND 1,44,Far West,Far West Texas,1,115,,,59.4,16.83,,
-102.087,30.918,45,IRAAN 1,45,Far West,Far West Texas,2,115,120.38,25.49,,,,
-102.326,31.84,46,ODESSA 1,46,Far West,Far West Texas,11,500,1052.07,156.31,91.46,25.91,0,59.2
-102.356,30.807,47,FORT STOCKTON 2,47,Far West,Far West Texas,1,115,112.5,-21.6,,,,
-102.791,30.747,48,FORT STOCKTON 3,48,Far West,Far West Texas,1,115,,,39.95,11.32,0,27.15
-101.298,31.936,49,BIG SPRING 2,49,Far West,Far West Texas,1,115,86.62,24.6,,,,
-103.139,31.696,50,KERMIT,50,Far West,Far West Texas,1,115,,,21.3,6.03,,
-103.6,31.804,51,PECOS,51,Far West,Far West Texas,1,115,,,39.67,11.24,0,30.93
-101.785,30.597,52,SHEFFIELD,52,Far West,Far West Texas,1,115,,,0.91,0.26,0,9.01
-102.225,31.139,53,MCCAMEY 2,53,Far West,Far West Texas,1,115,56.25,-0.29,,,,
-102.134,32.93,54,LAMESA,54,Far West,Far West Texas,1,115,,,40.6,11.5,,
-102.828,31.995,55,GOLDSMITH,55,Far West,Far West Texas,1,115,141.37,38.7,,,,
-101.531,33.659,56,RALLS 2,56,Far West,Far West Texas,1,161,,,11.62,3.29,,
-95.345,33.684,57,PARIS 3,57,North,Red River,1,161,,,48.36,13.7,,
-96.368,33.628,58,SAVOY,58,North,Red River,5,500,0,0,,,,
-95.9,33.615,59,HONEY GROVE,59,North,Red River,1,161,,,9.54,2.7,,
-100.513,34.857,60,MEMPHIS,60,North,Panhandle,1,161,,,8.06,2.28,,
-98.721,33.973,61,IOWA PARK,61,North,Red River,1,161,,,39.14,11.09,0,118.24
-99.773,33.9,62,VERNON 2,62,North,Panhandle,1,161,,,56.81,16.09,0,23.3
-101.311,35.238,63,PANHANDLE 2,63,North,Panhandle,3,500,150.45,-28.89,,,,
-100.81,34.447,64,CHILDRESS,64,North,Panhandle,1,161,,,25.43,7.2,,
-97.445,33.472,65,FORESTBURG,65,North,Red River,1,161,,,4.69,1.33,,
-96.767,33.628,66,SHERMAN 3,66,North,Red River,1,161,,,69.27,19.63,,
-101.253,35.428,67,PANHANDLE 4,67,North,Panhandle,3,500,0,0,,,0,-211.52
-98.523,33.944,68,WICHITA FALLS 6,68,North,Red River,1,161,,,47.97,13.59,,
-95.558,33.697,69,PARIS 2,69,North,Red River,4,500,249.3,44.69,11.56,3.28,,
-98.491,33.865,70,WICHITA FALLS 4,70,North,Red River,1,161,,,39.62,11.23,,
-100.766,35.831,71,WHEELER,71,North,Panhandle,1,161,,,18.57,5.26,,
-95.32,33.483,72,DEPORT,72,North,Red River,1,161,,,3.55,1.01,,
-98.389,34.005,73,WICHITA FALLS 3,73,North,Red River,1,161,,,14.24,4.03,,
-101.287,34.457,74,SILVERTON,74,North,Panhandle,1,161,,,3.2,0.91,,
-96.241,33.708,75,BONHAM,75,North,Red River,1,161,,,47.15,13.36,,
-100.384,33.711,76,MATADOR,76,North,Panhandle,1,161,,,5.77,1.63,,
-95.649,33.858,77,ARTHUR CITY,77,North,Red River,1,161,,,3.35,0.95,,
-96.179,33.441,78,LEONARD,78,North,Red River,1,161,,,13.57,3.85,,
-96.84,33.831,79,GORDONVILLE,79,North,Red River,1,161,,,5.34,1.51,,
-99.854,33.432,80,KNOX CITY,80,North,Panhandle,1,161,,,4.68,1.33,,
-98.544,33.895,81,WICHITA FALLS 7,81,North,Red River,1,161,,,41.59,11.78,,
-97.311,33.616,82,LINDSAY,82,North,Red River,1,161,,,3.5,0.99,,
-96.283,33.554,83,ECTOR,83,North,Red River,1,161,,,2.6,0.74,,
-97.752,33.456,84,SUNSET,84,North,Red River,1,161,,,5.56,1.58,,
-94.997,33.663,85,CLARKSVILLE,85,North,Red River,1,161,,,15.9,4.51,,
-101.579,35.386,86,PANHANDLE 3,86,North,Panhandle,2,161,59.7,-11.46,,,,
-96.84,33.738,87,SADLER,87,North,Red River,1,161,,,4.24,1.2,,
-96.936,33.744,88,WHITESBORO,88,North,Red River,1,161,,,27.4,7.76,,
-98.509,33.97,89,SHEPPARD AFB,89,North,Red River,1,161,,,22.61,6.4,,
-96.726,33.801,90,POTTSBORO,90,North,Red River,1,161,,,22.13,6.27,,
-96.428,33.624,91,BELLS,91,North,Red River,1,161,,,14.96,4.24,,
-100.99,33.774,92,CROSBYTON,92,North,Panhandle,1,161,,,6.42,1.82,,
-99.107,34.132,93,ELECTRA,93,North,Panhandle,1,161,,,11.57,3.28,,
-95.483,33.402,94,PATTONVILLE,94,North,Red River,1,161,,,3.66,1.04,,
-98.202,33.758,95,HENRIETTA,95,North,Red River,1,161,,,17.85,5.06,,
-100.995,34.901,96,PANHANDLE 6,96,North,Panhandle,1,161,,,24.84,7.04,,
-97.956,33.521,97,BOWIE,97,North,Red River,1,161,,,29.13,8.25,,
-98.493,33.913,98,WICHITA FALLS 1,98,North,Red River,4,500,573.57,-47.07,49.62,14.06,,
-101.244,35.479,99,WHITE DEER,99,North,Panhandle,2,161,60,-11.52,,,,
-95.81,33.577,100,ROXTON,100,North,Red River,1,161,,,3.8,1.08,,
-99.365,34.29,101,VERNON 1,101,North,Panhandle,2,161,101.55,-4.84,,,,
-96.604,33.771,102,DENISON 2,102,North,Red River,1,161,,,65.62,18.59,0,40.49
-95.744,33.745,103,SUMNER,103,North,Red River,1,161,,,10.05,2.85,,
-97.176,33.662,104,GAINESVILLE,104,North,Red River,1,161,,,78.36,22.2,0,98.82
-100.245,33.183,105,ASPERMONT,105,North,Panhandle,1,161,,,7.11,2.02,,
-98.51,33.799,106,WICHITA FALLS 5,106,North,Red River,1,161,,,53.97,15.29,,
-98.458,33.513,107,WINDTHORST,107,North,Red River,1,161,,,5.76,1.63,,
-96.742,33.451,108,HOWE,108,North,Red River,1,161,,,21.92,6.21,0,115.17
-98.582,33.493,109,ARCHER 2,109,North,Red River,2,161,112.5,-0.82,,,,
-96.907,33.538,110,COLLINSVILLE,110,North,Red River,1,161,,,9.71,2.75,,
-100.524,32.97,111,JAYTON,111,North,Panhandle,4,161,22.5,6.39,,,,
-97.428,33.733,112,MUENSTER 1,112,North,Red River,2,161,84.38,3.09,,,,
-100.287,33.994,113,PADUCAH,113,North,Panhandle,1,161,,,4.48,1.27,,
-97.964,33.793,114,NOCONA,114,North,Red River,1,161,,,16.93,4.8,,
-96.072,33.616,115,DODD CITY,115,North,Red River,1,161,,,4.46,1.26,,
-98.589,33.863,116,WICHITA FALLS 2,116,North,Red River,4,161,19.94,10.18,59.03,16.73,,
-97.688,33.627,117,MONTAGUE,117,North,Red River,1,161,,,2.19,0.62,,
-100.715,33.341,118,SPUR,118,North,Panhandle,1,161,,,7.9,2.24,,
-98.5,33.495,119,ARCHER 1,119,North,Red River,2,161,50.7,0.48,,,,
-94.891,33.498,120,ANNONA,120,North,Red River,1,161,,,2.42,0.69,,
-99.244,33.621,121,SEYMOUR,121,North,Panhandle,1,161,,,17.05,4.83,,
-96.471,33.727,122,DENISON 1,122,North,Red River,1,161,,,24.11,6.83,,
-101.54,35.35,123,PANHANDLE 5,123,North,Panhandle,3,161,0,0,,,,
-101.39,33.661,124,RALLS 1,124,North,Panhandle,5,500,120,0.53,,,0,-127.27
-96.618,33.583,125,SHERMAN 1,125,North,Red River,5,500,0,0,,,,
-96.396,33.495,126,WHITEWRIGHT,126,North,Red River,1,161,,,14.4,4.08,,
-96.55,33.604,127,SHERMAN 2,127,North,Red River,1,161,,,74.15,21.01,,
-99.642,33.323,128,ROCHESTER,128,North,Panhandle,1,161,,,2.14,0.61,,
-98.622,34.103,129,BURKBURNETT,129,North,Red River,1,161,,,33.81,9.58,,
-97.383,33.682,130,MUENSTER 2,130,North,Red River,1,161,,,8.59,2.43,0,41.75
-98.885,33.527,131,ARCHER CITY,131,North,Red River,1,161,,,13.95,3.95,,
-98.259,34.008,132,PETROLIA,132,North,Red River,1,161,,,4.54,1.29,,
-95.59,33.631,133,PARIS 1,133,North,Red River,8,500,1105.23,-105.42,70.78,20.05,,
-95.152,33.802,134,BAGWELL,134,North,Red River,1,161,,,2.33,0.66,,
-95.997,33.779,135,TELEPHONE,135,North,Red River,1,161,,,6.72,1.9,,
-101.373,35.443,136,PANHANDLE 1,136,North,Panhandle,1,161,136.28,-26.16,,,,
-96.55,33.436,137,VAN ALSTYNE,137,North,Red River,1,161,,,21.29,6.03,,
-96.893,33.465,138,TIOGA,138,North,Red River,1,161,,,4.06,1.15,,
-97.129,33.458,139,VALLEY VIEW,139,North,Red River,1,161,,,14.24,4.03,,
-100.539,35.654,140,MIAMI,140,North,Panhandle,2,500,216.45,-0.02,,,0,-168.69
-96.311,33.439,141,TRENTON,141,North,Red River,1,161,,,6.63,1.88,,
-99.65,33.123,142,HASKELL,142,North,Panhandle,3,161,,,11.94,3.38,0,10.22
-97.535,33.741,143,SAINT JO,143,North,Red River,1,161,,,5.68,1.61,,
-99.163,30.037,144,KERRVILLE,144,West,Hill Country,2,230,,,112.86,31.98,,
-100.339,32.361,145,SWEETWATER 4,145,West,Abilene,2,115,28.13,-5.4,,,,
-99.682,29.644,146,LEAKEY,146,West,Hill Country,1,115,,,7.34,2.08,,
-100.124,32.857,147,HAMLIN,147,West,Abilene,1,115,,,7.35,2.08,,
-100.033,32.474,148,MERKEL 3,148,West,Abilene,1,115,,,14.96,4.24,,
-99.568,31.737,149,COLEMAN,149,West,Abilene,1,115,,,19.81,5.61,,
-100.561,30.441,150,SONORA,150,West,Hill Country,1,115,,,12.54,3.55,,
-100.079,29.675,151,CAMP WOOD,151,West,Hill Country,1,115,,,4.67,1.32,,
-98.918,30.654,152,LLANO,152,West,Hill Country,1,115,,,27.14,7.69,,
-98.709,30.437,153,WILLOW CITY,153,West,Hill Country,1,115,,,0.56,0.16,,
-99.667,32.336,154,ABILENE 4,154,West,Abilene,1,115,,,64.56,18.29,0,67.07
-98.443,30.673,155,KINGSLAND,155,West,Hill Country,1,115,,,22,6.23,,
-100.574,32.415,156,ROSCOE 6,156,West,Abilene,1,115,,,5.36,1.52,,
-100.269,32.198,157,BLACKWELL,157,West,Abilene,2,115,127.13,3.68,,,,
-100.679,31.085,158,CHRISTOVAL,158,West,Abilene,3,230,112.5,12.59,,,0,28.97
-99.694,32.869,159,LUEDERS,159,West,Abilene,1,115,,,1.94,0.55,,
-100.918,32.315,160,COLORADO CITY,160,West,Abilene,1,115,,,24.59,6.97,,
-99.851,32.941,161,STAMFORD,161,West,Abilene,1,115,,,10.41,2.95,0,48.24
-100.595,30.884,162,ELDORADO,162,West,Hill Country,1,115,,,10.13,2.87,,
-98.764,31.157,163,SAN SABA,163,West,Hill Country,1,115,,,13.67,3.87,,
-99.493,32.626,164,ABILENE 2,164,West,Abilene,3,230,150,42.6,,,,
-98.377,31.257,165,LOMETA,165,West,Hill Country,1,115,,,4.87,1.38,,
-100.322,31.51,166,SAN ANGELO 1,166,West,Abilene,1,115,,,129.72,36.75,0,81.31
-99.826,32.274,167,TUSCOLA,167,West,Abilene,1,115,,,14.73,4.17,,
-99.928,32.334,168,ABILENE 7,168,West,Abilene,1,115,,,72.86,20.64,,
-100.995,32.72,169,SNYDER 1,169,West,Abilene,2,115,97.87,18.15,,,,
-99.08,30.94,170,CHEROKEE,170,West,Hill Country,1,115,,,3.47,0.98,,
-99.135,31.518,171,RICHLAND SPRINGS,171,West,Hill Country,1,115,,,5.8,1.64,,
-100.666,32.469,172,ROSCOE 2,172,West,Abilene,3,230,156.75,44.52,,,,
-99.934,31.739,173,BALLINGER,173,West,Abilene,1,115,,,14.61,4.14,,
-100.692,32.05,174,SILVER,174,West,Abilene,5,230,0,0,8.75,2.48,,
-100.53,32.312,175,ROSCOE 5,175,West,Abilene,3,500,180.75,51.33,,,0,308.72
-99.905,32.748,176,ANSON,176,West,Abilene,1,115,,,10.58,3,,
-101.212,29.837,177,DEL RIO,177,West,Hill Country,2,230,,,145.29,41.17,0,86.61
-99.628,30.095,178,HUNT,178,West,Hill Country,1,115,,,8.08,2.29,,
-100.057,32.214,179,WINGATE,179,West,Abilene,5,230,551.64,112.06,,,,
-100.928,31.926,180,STERLING CITY 1,180,West,Abilene,6,230,496.88,81.73,,,,
-100.483,32.237,181,ROSCOE 4,181,West,Abilene,2,115,60.37,-8.38,,,,
-99.616,31.177,182,BRADY,182,West,Hill Country,1,115,,,22.03,6.24,,
-100.236,32.43,183,TRENT 1,183,West,Abilene,2,115,112.5,30.84,,,,
-99.753,32.12,184,OVALO,184,West,Abilene,1,115,,,3.81,1.08,,
-100.1,32.288,185,NOLAN,185,West,Abilene,2,115,127.65,-24.51,,,,
-100.193,31.592,186,MILES,186,West,Abilene,1,115,,,5.98,1.7,,
-100.209,29.235,187,BRACKETTVILLE 2,187,West,Hill Country,2,115,74.85,-1.88,,,,
-99.57,30.843,188,MASON,188,West,Hill Country,1,115,,,12.18,3.45,,
-100.44,29.396,189,BRACKETTVILLE 3,189,West,Hill Country,1,115,,,10.79,3.06,,
-99.817,32.363,190,ABILENE 6,190,West,Abilene,1,115,,,68.66,19.45,,
-100.673,32.589,191,HERMLEIGH,191,West,Abilene,4,230,186.75,40.91,,,,
-100.177,32.318,192,MERKEL 1,192,West,Abilene,3,230,174.37,-5.29,,,,
-100.744,32.438,193,LORAINE 1,193,West,Abilene,3,115,56.25,-0.11,,,,
-99.656,32.514,194,ABILENE 1,194,West,Abilene,5,230,150,30.83,,,0,121.07
-100.286,29.988,195,ROCKSPRINGS,195,West,Hill Country,1,115,,,5.05,1.43,,
-100.062,32.312,196,MERKEL 2,196,West,Abilene,2,115,90.45,21.16,,,,
-101.148,32.948,197,FLUVANNA 2,197,West,Abilene,3,230,120,21.82,,,,
-99.906,32.416,198,DYESS AFB,198,West,Abilene,1,115,,,12.08,3.42,,
-99.831,32.63,199,HAWLEY,199,West,Abilene,1,115,,,8.53,2.42,,
-98.467,30.937,200,BUCHANAN DAM 2,200,West,Hill Country,1,115,,,9.43,2.67,,
-99.665,32.576,201,ABILENE 3,201,West,Abilene,1,115,,,75.26,21.32,,
-100.211,32.292,202,SWEETWATER 5,202,West,Abilene,1,115,,,39.32,11.14,,
-98.385,30.732,203,BUCHANAN DAM 1,203,West,Hill Country,3,115,97.52,-3.31,,,,
-99.345,30.159,204,INGRAM,204,West,Hill Country,1,115,,,14.87,4.21,,
-98.011,31.088,205,KEMPNER,205,West,Hill Country,1,115,,,23.52,6.66,,
-101.219,32.925,206,FLUVANNA 1,206,West,Abilene,2,115,63,13.69,,,,
-100.791,31.952,207,STERLING CITY 2,207,West,Abilene,3,115,112.2,-2.32,,,,
-100.564,31.269,208,SAN ANGELO 2,208,West,Abilene,1,115,,,98.31,27.85,,
-100.498,32.892,209,ROTAN,209,West,Abilene,1,115,,,9.58,2.71,,
-100.739,32.739,210,SYNDER,210,West,Abilene,3,115,137.25,-10.41,,,,
-100.384,29.329,211,BRACKETTVILLE 1,211,West,Hill Country,2,115,29.7,0,,,,
-100.58,32.497,212,ROSCOE 1,212,West,Abilene,2,115,147.75,-8.91,,,,
-100.016,29.151,213,UVALDE,213,West,Hill Country,1,115,,,66.07,18.72,,
-98.877,30.281,214,FREDERICKSBURG,214,West,Hill Country,1,115,,,64.54,18.29,0,46.02
-99.716,32.462,215,ABILENE 5,215,West,Abilene,1,115,,,91.26,25.86,,
-99.631,29.304,216,SABINAL,216,West,Hill Country,1,115,,,9.96,2.82,0,38.93
-100.422,32.291,217,SWEETWATER 2,217,West,Abilene,1,115,101.25,-19.44,,,,
-100.711,32.405,218,LORAINE 2,218,West,Abilene,1,115,,,2.82,0.8,,
-100.648,32.398,219,ROSCOE 3,219,West,Abilene,1,115,94.88,-18.22,,,,
-101.056,31.803,220,SAN ANGELO 3,220,West,Abilene,1,115,,,92.15,26.11,,
-100.022,32.304,221,TUSOCOLA,221,West,Abilene,1,115,85.5,24.28,,,,
-99.896,31.223,222,EDEN,222,West,Hill Country,1,115,,,9.56,2.71,,
-100.955,32.747,223,SNYDER 2,223,West,Abilene,4,230,0,0,46.96,13.3,,
-100.129,32.408,224,SWEETWATER 1,224,West,Abilene,1,115,75.9,21.56,,,,
-100.107,30.898,225,MENARD,225,West,Hill Country,1,115,,,10.95,3.1,,
-100.165,31.859,226,WINTERS,226,West,Abilene,1,115,,,14.92,4.23,,
-99.695,32.052,227,GOLDSBORO,227,West,Abilene,1,115,,,0.22,0.06,,
-100.37,32.347,228,SWEETWATER 3,228,West,Abilene,1,115,68.62,-13.18,,,,
-100.153,31.29,229,GOODFELLOW AFB,229,West,Abilene,1,115,,,7.07,2,0,31.11
-99.381,31.515,230,SANTA ANNA,230,West,Hill Country,1,115,,,5.75,1.63,0,17
-99.682,31.412,231,ROWENA,231,West,Hill Country,1,115,,,5.56,1.57,,
-100.213,32.665,232,TRENT 2,232,West,Abilene,1,115,,,2.94,0.83,,
-100.069,30.459,233,JUNCTION,233,West,Hill Country,1,115,,,12.04,3.41,0,15.5
-98.259,31.102,234,LAMPASAS,234,West,Hill Country,1,115,,,34.76,9.85,0,30.34
-100.777,29.359,235,LAUGHLIN A F B,235,South,Laredo,1,115,,,1.01,0.29,,
-98.277,26.45,236,EDINBURG 3,236,South,McAllen,1,115,,,127.29,36.07,,
-99.685,27.834,237,LAREDO 7,237,South,Laredo,2,230,,,164.14,46.51,0,72.15
-98.997,27.365,238,BRUNI 2,238,South,Laredo,1,115,,,2.75,0.78,,
-98.24,26.216,239,MCALLEN 2,239,South,McAllen,1,115,,,183.66,52.04,,
-98.642,29.08,240,POTEET,240,South,Laredo,1,115,,,32.49,9.21,,
-97.508,27.07,241,SARITA 3,241,South,Corpus Christi,2,115,151.2,20.85,,,,
-98.79,27.1,242,HEBBRONVILLE,242,South,McAllen,1,115,,,16.05,4.55,,
-97.962,26.083,243,PROGRESO,243,South,McAllen,1,115,,,13.74,3.89,0,51.46
-98.183,26.281,244,EDINBURG 2,244,South,McAllen,1,115,,,92.35,26.17,,
-100.277,28.476,245,EAGLE PASS,245,South,Laredo,2,230,,,159.81,45.28,0,67.77
-98.718,28.791,246,CHARLOTTE,246,South,Laredo,1,115,,,6.25,1.77,,
-97.269,27.627,247,CORPUS CHRISTI 4,247,South,Corpus Christi,1,115,,,89.56,25.38,,
-97.382,28.187,248,WOODSBORO,248,South,Corpus Christi,1,115,,,7.14,2.02,,
-97.831,26.149,249,MERCEDES,249,South,McAllen,1,115,,,135.83,38.48,,
-97.48,27.658,250,CORPUS CHRISTI 16,250,South,Corpus Christi,1,115,,,117.81,33.38,,
-97.98,26.375,251,EDCOUCH,251,South,McAllen,1,115,,,31.97,9.06,,
-99.399,28.042,252,ENCINAL,252,South,Laredo,1,115,,,5.56,1.58,,
-98.851,28.942,253,MOORE,253,South,Laredo,1,115,,,5.06,1.43,,
-98.478,28.704,254,CHRISTINE,254,South,Laredo,3,230,408.86,57.46,,,,
-98.249,26.162,255,MCALLEN 3,255,South,McAllen,1,115,,,65.12,18.45,,
-97.214,28.713,256,FANNIN,256,South,Corpus Christi,3,230,460.56,-23.08,,,,
-99.331,27.128,257,SAN YGNACIO,257,South,Laredo,1,115,,,2.75,0.78,,
-97.866,27.444,258,KINGSVILLE,258,South,Corpus Christi,1,115,,,91.39,25.89,,
-99.502,27.514,259,LAREDO 6,259,South,Laredo,1,115,,,126.25,35.77,,
-98.242,26.111,260,HIDALGO,260,South,McAllen,1,115,,,37.64,10.66,,
-97.596,27.838,261,CORPUS CHRISTI 18,261,South,Corpus Christi,1,115,,,79.16,22.43,,
-99.563,28.889,262,CRYSTAL CITY,262,South,Laredo,1,115,,,35.07,9.94,,
-97.553,28.122,263,SINTON,263,South,Corpus Christi,1,115,,,28.72,8.14,0,66.11
-97.711,28.408,264,BEEVILLE,264,South,Corpus Christi,1,115,,,83.3,23.6,,
-98.376,26.229,265,MISSION 4,265,South,McAllen,2,230,,,225.66,63.94,0,356.16
-98.121,26.145,266,SAN JUAN,266,South,McAllen,2,230,,,215.18,60.97,,
-99.103,26.678,267,FALCON HEIGHTS 2,267,South,McAllen,1,115,,,2.47,0.7,,
-99.164,26.558,268,FALCON HEIGHTS 1,268,South,McAllen,4,115,149.38,17.91,,,,
-98.494,26.243,269,LA JOYA,269,South,McAllen,1,115,,,13.1,3.71,,
-97.586,26.331,270,SEBASTIAN 2,270,South,McAllen,2,115,150,-14.05,,,,
-97.823,27.57,271,BISHOP,271,South,Corpus Christi,2,115,44.08,22.5,89.39,25.33,,
-97.774,26.911,272,ARMSTRONG 2,272,South,McAllen,1,115,,,0.11,0.03,,
-97.651,28.246,273,SKIDMORE,273,South,Corpus Christi,1,115,,,5.6,1.59,,
-97.392,27.819,274,CORPUS CHRISTI 9,274,South,Corpus Christi,1,115,,,17.78,5.04,,
-97.258,27.889,275,GREGORY,275,South,Corpus Christi,8,230,753.55,113.18,,,,
-97.528,27.832,276,CORPUS CHRISTI 2,276,South,Corpus Christi,2,115,46.87,14.18,8.82,2.5,,
-97.989,26.159,277,WESLACO,277,South,McAllen,1,115,,,191.53,54.27,0,148.59
-97.668,26.256,278,HARLINGEN 1,278,South,McAllen,1,115,,,159.46,45.18,,
-98.039,26.308,279,ELSA,279,South,McAllen,1,115,,,27.99,7.93,,
-97.519,27.771,280,CORPUS CHRISTI 17,280,South,Corpus Christi,1,115,,,4.24,1.2,,
-97.318,25.944,281,BROWNSVILLE 2,281,South,McAllen,2,230,,,281.45,79.75,,
-97.399,27.768,282,CORPUS CHRISTI 10,282,South,Corpus Christi,1,115,,,51.71,14.65,,
-98.399,26.208,283,MISSION 1,283,South,McAllen,5,230,272.9,64.98,,,,
-97.385,27.73,284,CORPUS CHRISTI 8,284,South,Corpus Christi,1,115,,,84.07,23.82,,
-98.37,26.319,285,MISSION 3,285,South,McAllen,1,115,,,171.21,48.51,,
-97.312,27.606,286,CORPUS CHRISTI 3,286,South,Corpus Christi,6,230,896.21,171.85,,,,
-97.489,26.261,287,RIO HONDO,287,South,McAllen,1,115,,,19.87,5.63,0,99
-97.269,27.695,288,CORPUS CHRISTI 5,288,South,Corpus Christi,1,115,,,2.08,0.59,0,123.62
-98.19,26.15,289,PHARR,289,South,McAllen,1,115,,,212.52,60.21,0,289.67
-97.867,26.27,290,SANTA ROSA 1,290,South,McAllen,10,115,135.12,21.65,8.6,2.44,,
-97.679,27.963,291,ODEM,291,South,Corpus Christi,1,115,,,15.17,4.3,,
-97.439,27.774,292,CORPUS CHRISTI 13,292,South,Corpus Christi,1,115,,,50.6,14.34,,
-99.267,27.557,293,LAREDO 3,293,South,Laredo,1,115,,,128.14,36.31,,
-97.526,26.022,294,OLMITO,294,South,McAllen,1,115,,,24.17,6.85,,
-98.092,26.451,295,EDINBURG 1,295,South,McAllen,1,115,,,189.88,53.8,0,121.17
-97.459,27.939,296,TAFT 2,296,South,Corpus Christi,2,115,135,26.12,,,,
-97.313,26.052,297,PORT ISABEL,297,South,McAllen,1,115,,,37.55,10.64,,
-98.059,26.162,298,DONNA,298,South,McAllen,1,115,,,118.36,33.54,,
