Substation,,,,,,,,,,,,,,
Longitude,Latitude,Sub Num,Sub Name,Sub ID,Area Name,Zone Name,# of Buses,Nominal kV(max),Gen MW,Gen Mvar,Load MW,Load Mvar,Shunt MW,Shunt Mvar
-81.42,34.33,108,POMARIA,108,SouthCarolina,Midlands,2,138,,,4.72,1.26,,
-81.68,33.78,109,RIDGE SPRING,109,SouthCarolina,Midlands,3,345,,,6.59,1.76,,
-81.61,35.07,110,GAFFNEY 1,110,SouthCarolina,Spartanburg,2,138,0,0,,,,
-81.03,33.99,111,COLUMBIA 5,111,SouthCarolina,Columbia,3,138,,,4.36,1.16,,
-82.53,35.15,112,MARIETTA,112,SouthCarolina,Greenville,2,138,,,9.59,2.56,,
-82.61,34.51,113,ANDERSON 2,113,SouthCarolina,Clemson,2,138,,,77.51,20.67,,
-81.78,34.04,114,SALUDA,114,SouthCarolina,Midlands,2,138,,,22.67,6.04,,
-83,34.52,115,FAIR PLAY,115,SouthCarolina,Clemson,2,138,,,5.46,1.46,,
-80.69,33.94,116,HOPKINS,116,SouthCarolina,Columbia,2,138,,,41,10.93,,
-82.84,34.99,117,SUNSET,117,SouthCarolina,Clemson,2,138,,,2.44,0.65,,
-81.32,33.6,118,SALLEY,118,SouthCarolina,Columbia,2,138,,,5.37,1.43,,
-82,33.82,119,EDGEFIELD,119,SouthCarolina,Midlands,2,138,,,17.78,4.74,,
-81.74,34.71,120,BUFFALO,120,SouthCarolina,Spartanburg,2,138,,,4.44,1.19,,
-82.22,34.41,121,WARE SHOALS,121,SouthCarolina,Midlands,3,345,,,10.11,2.7,,
-81.19,34.97,122,YORK 1,122,SouthCarolina,York,4,138,5.8,2.7,58.95,15.72,0,42.19
-82.46,34.7,123,PIEDMONT,123,SouthCarolina,Greenville,4,138,1.1,-0.17,43.04,11.48,,
-82.52,34.01,124,CALHOUN FALLS,124,SouthCarolina,Midlands,2,138,,,6.27,1.67,,
-82.62,34.44,125,ANDERSON 1,125,SouthCarolina,Clemson,2,138,,,28.96,7.72,0,55.59
-81.8,33.3,126,JACKSON,126,SouthCarolina,Midlands,2,138,,,8.64,2.3,,
-81.84,34.65,127,CROSS ANCHOR,127,SouthCarolina,Spartanburg,2,138,,,0.24,0.06,,
-81.45,34.95,128,HICKORY GROVE,128,SouthCarolina,York,2,138,,,2.55,0.68,,
-80.89,34.6,129,GREAT FALLS 2,129,SouthCarolina,York,2,138,13.11,14.68,,,,
-80.97,34.09,130,COLUMBIA 4,130,SouthCarolina,Columbia,2,138,,,106.13,28.3,,
-82.3,34.78,131,MAULDIN,131,SouthCarolina,Greenville,2,138,,,25.62,6.83,,
-82.33,34.81,132,GREENVILLE 3,132,SouthCarolina,Greenville,2,138,,,58.56,15.62,,
-81.11,34.05,133,COLUMBIA 3,133,SouthCarolina,Columbia,2,138,,,85.42,22.78,,
-82.72,34.64,134,PENDLETON,134,SouthCarolina,Clemson,2,138,,,17.19,4.58,,
-81.84,34.95,135,SPARTANBURG 4,135,SouthCarolina,Spartanburg,2,138,,,32.63,8.7,,
-81.83,34.98,136,CONVERSE,136,SouthCarolina,Spartanburg,4,345,,,0.76,0.2,,
-81.11,34.52,137,BLACKSTOCK,137,SouthCarolina,York,2,138,,,3.85,1.03,,
-80.99,35.05,138,FORT MILL 3,138,SouthCarolina,York,2,138,,,51.04,13.61,,
-82.28,35.14,139,LANDRUM,139,SouthCarolina,Greenville,2,138,,,13.71,3.66,,
-81.77,34.23,140,SILVERSTREET,140,SouthCarolina,Midlands,3,138,,,3.43,0.91,,
-80.89,33.57,141,ORANGEBURG,141,SouthCarolina,Columbia,2,138,,,33.57,8.95,,
-82.46,34.83,142,GREENVILLE 2,142,SouthCarolina,Greenville,2,138,,,48.9,13.04,,
-81.9,34.17,143,CHAPPELLS 1,143,SouthCarolina,Midlands,5,138,33.9,17.39,,,,
-80.88,34.33,144,RIDGEWAY 2,144,SouthCarolina,Columbia,2,138,,,14.09,3.76,,
-82.19,34.67,145,FOUNTAIN INN,145,SouthCarolina,Greenville,2,138,,,31.54,8.41,,
-82.72,34.38,146,STARR,146,SouthCarolina,Midlands,2,138,,,10.13,2.7,,
-82.13,35,147,SPARTANBURG 3,147,SouthCarolina,Spartanburg,5,138,0,0,17.37,4.63,,
-81.09,33.83,148,GASTON 2,148,SouthCarolina,Columbia,2,138,,,39.86,10.63,,
-82.85,34.83,149,SIX MILE,149,SouthCarolina,Clemson,2,138,,,7.57,2.02,,
-82.93,34.75,150,SENECA 1,150,SouthCarolina,Clemson,2,138,,,23.53,6.27,,
-81.38,33.94,151,GILBERT,151,SouthCarolina,Columbia,3,345,,,20.35,5.43,,
-81.04,33.75,152,SWANSEA,152,SouthCarolina,Columbia,2,138,,,17.47,4.66,,
-82.07,35.07,153,INMAN,153,SouthCarolina,Spartanburg,2,138,,,51.58,13.75,,
-80.91,34.57,154,GREAT FALLS 1,154,SouthCarolina,York,2,138,,,8.84,2.36,,
-81.6,34.49,155,WHITMIRE,155,SouthCarolina,Spartanburg,2,138,,,5.78,1.54,,
-82.12,34.59,156,GRAY COURT,156,SouthCarolina,Spartanburg,2,138,,,17.09,4.56,,
-82.55,34.63,157,WILLIAMSTON 2,157,SouthCarolina,Greenville,2,138,,,20.73,5.53,,
-82.84,34.68,158,CLEMSON,158,SouthCarolina,Clemson,13,345,190.92,-6.42,37.48,9.99,,
-81.86,33.45,159,BEECH ISLAND 2,159,SouthCarolina,Midlands,2,138,,,15.99,4.26,,
-81.22,35.11,160,CLOVER,160,SouthCarolina,York,2,138,,,60.03,16.01,,
-81.98,34.11,161,NINETY SIX,161,SouthCarolina,Midlands,2,138,,,13.73,3.66,,
-81.24,34.86,162,MC CONNELLS,162,SouthCarolina,York,2,138,,,3.57,0.95,,
-81.91,33.44,163,BEECH ISLAND 1,163,SouthCarolina,Midlands,8,345,164.34,-41.32,,,,
-80.74,33.8,164,GADSDEN,164,SouthCarolina,Columbia,2,138,,,4.28,1.14,,
-82.49,35.03,165,TRAVELERS REST,165,SouthCarolina,Greenville,2,138,,,36.01,9.6,0,0
-82.43,34.3,166,DUE WEST,166,SouthCarolina,Midlands,2,138,,,3.63,0.97,,
-81,34.2,167,BLYTHEWOOD,167,SouthCarolina,Columbia,2,138,,,34.7,9.25,,
-81.02,34.89,168,ROCK HILL 1,168,SouthCarolina,York,2,138,,,106.75,28.47,,
-82.23,34.31,169,HODGES,169,SouthCarolina,Midlands,3,345,,,10.02,2.67,0,54.5
-81.97,35.11,170,CHESNEE 2,170,SouthCarolina,Spartanburg,12,345,187.77,2.35,,,,
-82.44,34.6,171,WILLIAMSTON 1,171,SouthCarolina,Greenville,5,345,0,0,,,,
-82.56,34.78,172,EASLEY 2,172,SouthCarolina,Greenville,2,138,,,50.19,13.38,0,43.37
-81.61,34.68,173,UNION 2,173,SouthCarolina,Spartanburg,2,138,,,32.85,8.76,,
-81.91,34.97,174,ARCADIA,174,SouthCarolina,Spartanburg,3,138,,,1.9,0.51,,
-80.91,34.83,175,CATAWBA,175,SouthCarolina,York,1,138,,,7.59,2.02,,
-81.02,33.87,176,GASTON 1,176,SouthCarolina,Columbia,4,345,200.55,52.77,,,,
-80.64,33.89,177,EASTOVER 1,177,SouthCarolina,Columbia,2,138,109.6,0,,,,
-80.93,35.01,178,FORT MILL 2,178,SouthCarolina,York,1,138,,,50.6,13.49,,
-82.13,35.12,179,CAMPOBELLO,179,SouthCarolina,Spartanburg,1,138,,,15.03,4.01,,
-82.58,34.88,180,EASLEY 1,180,SouthCarolina,Greenville,1,138,,,51.91,13.84,,
-81.65,34.72,181,UNION 1,181,SouthCarolina,Spartanburg,2,138,0,0,,,,
-81.65,34.83,182,JONESVILLE,182,SouthCarolina,Spartanburg,2,345,,,7.15,1.91,,
-81.91,35.13,183,CHESNEE 1,183,SouthCarolina,Spartanburg,1,138,,,24.73,6.6,,
-82.76,34.76,184,NORRIS,184,SouthCarolina,Clemson,1,138,,,0.53,0.14,,
-82.63,35.08,185,CLEVELAND,185,SouthCarolina,Clemson,1,138,,,2.49,0.66,,
-82.28,35.02,186,GREER 2,186,SouthCarolina,Greenville,1,138,,,72.75,19.4,,
-82.8,34.74,187,CENTRAL,187,SouthCarolina,Clemson,1,138,,,28.12,7.5,,
-81.84,34.88,188,SPARTANBURG 2,188,SouthCarolina,Spartanburg,2,345,,,28.37,7.57,,
-83.28,34.76,189,LONG CREEK,189,SouthCarolina,Clemson,1,138,,,0.66,0.18,,
-82.44,34.92,190,GREENVILLE 1,190,SouthCarolina,Greenville,1,138,,,94.65,25.24,0,87.83
-81.33,34.24,191,PEAK,191,SouthCarolina,Columbia,1,138,,,0.11,0.03,,
-81,34.03,192,COLUMBIA 2,192,SouthCarolina,Columbia,1,138,,,42.23,11.26,,
-81.85,34.78,193,ROEBUCK,193,SouthCarolina,Spartanburg,1,138,,,17.88,4.77,,
-81.47,34.76,194,SHARON,194,SouthCarolina,York,1,138,,,6.22,1.66,,
-80.7,34.34,195,RIDGEWAY 1,195,SouthCarolina,Columbia,6,138,61.31,33.45,,,,
-81.08,33.91,196,WEST COLUMBIA 2,196,SouthCarolina,Columbia,1,138,,,19.67,5.25,,
-81.1,34,197,WEST COLUMBIA 1,197,SouthCarolina,Columbia,1,138,,,48.36,12.89,,
-82.87,34.53,198,TOWNVILLE,198,SouthCarolina,Clemson,1,138,,,7.71,2.06,,
-82.26,34.9,199,GREER 1,199,SouthCarolina,Greenville,1,138,,,55.41,14.78,,
-82.24,33.77,200,PLUM BRANCH,200,SouthCarolina,Midlands,1,138,,,2.56,0.68,,
-82.36,34.46,201,HONEA PATH 1,201,SouthCarolina,Clemson,1,138,,,19.7,5.25,,
-81.04,34.1,202,COLUMBIA 1,202,SouthCarolina,Columbia,1,138,,,84.34,22.49,0,52.65
-81.23,34.72,203,CHESTER,203,SouthCarolina,York,1,138,,,40.46,10.79,,
-81.49,34.56,204,CARLISLE,204,SouthCarolina,York,2,138,0,0,2.75,0.73,,
-81.96,35,205,SPARTANBURG 1,205,SouthCarolina,Spartanburg,1,138,,,42.9,11.44,,
-81.01,35.02,206,FORT MILL 1,206,SouthCarolina,York,3,138,24.12,26.76,,,,
-81.24,33.89,207,LEXINGTON 1,207,SouthCarolina,Columbia,1,138,,,86.31,23.02,,
-82.25,33.93,208,MC CORMICK,208,SouthCarolina,Midlands,1,138,,,16.27,4.34,,
