Substation,,,,,,,,,,,,,,
Longitude,Latitude,Sub Num,Sub Name,Sub ID,Area Name,Zone Name,# of Buses,Nominal kV(max),Gen MW,Gen Mvar,Load MW,Load Mvar,Shunt MW,Shunt Mvar
-122.223,47.323,10247,KENT 5,248,Washington,1,1,138,,,43.9,2.47,,
-122.219,47.377,10248,KENT 6,249,Washington,1,2,138,,,43.9,15.15,,
-122.156,47.726,10249,KIRKLAND 3,250,Washington,1,1,138,,,41.21,22.17,,
-122.095,47.736,10250,KIRKLAND 4,251,Washington,1,1,138,,,41.21,6.01,,
-122.246,47.474,10251,RENTON 3,252,Washington,1,2,138,,,38.99,8.09,,
-122.113,47.463,10252,RENTON 4,253,Washington,1,2,138,,,38.99,9.09,,
-122.089,47.835,10253,EVERETT 7,254,Washington,1,1,138,,,62.16,9.98,0,59.49
-122.202,47.808,10254,EVERETT 8,255,Washington,1,3,345,,,62.16,12.77,,
-122.206,47.603,10255,BELLEVUE 3,256,Washington,1,2,138,,,42.51,5.9,0,50.8
-122.084,47.145,10256,BONNEY LAKE 1,257,Washington,1,2,345,,,54.76,7.6,0,0
-122.078,47.116,10257,BONNEY LAKE 2,258,Washington,1,1,138,,,53.17,5.38,,
-122.16,46.88,10258,EATONVILLE,259,Washington,1,1,138,,,28.73,8.08,,
-122.242,47.521,10259,BELLEVUE 4,260,Washington,1,1,138,,,43.64,7.6,,
-122.234,47.52,10260,BELLEVUE 5,261,Washington,1,2,138,,,43.64,10.24,,
-122.172,48.014,10261,EVERETT 9,262,Washington,1,1,138,,,29.48,5.61,,
-122.104,48.041,10262,MARYSVILLE 3,263,Washington,1,1,138,,,55.08,4.05,,
-122.17,48.043,10263,MARYSVILLE 4,264,Washington,1,1,138,,,55.08,5.02,0,63.32
-122.136,48.391,10264,MOUNT VERNON 3,265,Washington,1,3,138,,,40.3,12.76,,
-122.157,47.673,10265,BELLEVUE 6,266,Washington,1,2,138,,,59.73,15.82,,
-122.194,47.81,10266,WOODINVILLE 1,267,Washington,1,2,138,,,53.55,15.86,,
-122.095,47.336,10267,AUBURN 5,268,Washington,1,1,138,,,47.78,4.79,,
-122.052,47.383,10268,AUBURN 6,269,Washington,1,2,138,,,47.78,18.82,,
-122.14,47.486,10269,RENTON 5,270,Washington,1,1,138,,,50.33,5.55,,
-122.211,47.518,10270,RENTON 6,271,Washington,1,3,138,,,50.33,14.91,,
-122.061,48.559,10271,SEDRO WOOLLEY,272,Washington,1,1,138,,,58.98,25.25,,
-122.063,48.866,10272,MAPLE FALLS,273,Washington,1,1,138,,,17.46,1.18,,
-122.162,47.699,10273,REDMOND 1,274,Washington,1,1,138,,,70.13,13.31,,
-122.177,47.73,10274,REDMOND 2,275,Washington,1,2,345,,,70.13,15.64,,
-122.167,47.438,10275,KENT 7,276,Washington,1,1,138,,,52.41,15,,
-122.053,47.352,10276,KENT 8,277,Washington,1,2,345,,,64.47,17.04,,
-122.136,47.565,10277,RENTON 7,278,Washington,1,1,138,,,41.36,15.05,,
-122.044,47.584,10278,RENTON 8,279,Washington,1,1,138,,,42.13,18.04,,
-122.023,47.775,10279,SNOHOMISH 1,280,Washington,1,1,138,,,33.55,5.09,,
-122.179,47.796,10280,SNOHOMISH 2,281,Washington,1,1,138,,,33.55,12.49,,
-122.102,47.572,10281,BELLEVUE 7,282,Washington,1,2,345,,,58.59,7.63,,
-121.985,48.072,10282,LAKE STEVENS 1,283,Washington,1,3,138,,,36.63,3.01,,
-122.115,47.955,10283,LAKE STEVENS 2,284,Washington,1,2,138,,,36.63,6.44,,
-122.159,47.211,10284,BUCKLEY,285,Washington,1,1,138,,,37.47,3.96,,
-122.041,45.77,10285,CARSON 1,286,Washington,1,1,138,,,6.89,1.75,,
-122.023,47.717,10286,WOODINVILLE 2,287,Washington,1,1,138,,,32.6,11.35,,
-122.083,47.654,10287,SAMMAMISH 1,288,Washington,1,3,138,,,30.9,10.75,,
-122.066,47.653,10288,SAMMAMISH 2,289,Washington,1,2,138,,,30.9,2.31,,
-122.106,47.53,10289,SAMMAMISH 3,290,Washington,1,1,138,,,49.72,16.03,,
-122.053,47.698,10290,REDMOND 3,291,Washington,1,1,138,,,45.08,3.55,0,32.96
-122.045,47.509,10291,ISSAQUAH 1,292,Washington,1,1,138,,,58.44,6.81,,
-121.999,47.42,10292,ISSAQUAH 2,293,Washington,1,1,138,,,31.37,21.7,,
-122.021,47.548,10293,ISSAQUAH 3,294,Washington,1,1,138,,,31.37,16.34,,
-121.976,47.862,10294,SNOHOMISH 3,295,Washington,1,1,138,,,39.26,18.94,,
-122.083,47.876,10295,SNOHOMISH 4,296,Washington,1,1,138,,,39.26,13.22,,
-121.972,47.332,10296,MAPLE VALLEY 1,297,Washington,1,2,138,,,45.25,10.02,,
-122.052,47.514,10297,MAPLE VALLEY 2,298,Washington,1,1,138,,,37.41,10.09,,
-122.022,45.625,10298,STEVENSON,299,Washington,1,2,138,,,9.47,1.36,,
-122.039,48.287,10299,ARLINGTON 1,300,Washington,1,1,138,,,48.98,14.87,,
-121.877,48.165,10300,ARLINGTON 2,301,Washington,1,2,138,,,48.98,16.37,,
-121.891,47.154,10301,ENUMCLAW,302,Washington,1,4,138,,,52.05,11.73,,
-121.816,47.618,10302,FALL CITY 1,303,Washington,1,1,138,,,13.56,1.62,,
