SubNumberFrom,SubNumberTo,Distance
70.0,94.0,16.74213004085416
105.0,70.0,6.475683499275239
70.0,117.0,7.197644575009005
71.0,93.0,16.328672620936402
84.0,72.0,14.843648556708168
72.0,101.0,12.391192080980755
73.0,92.0,48.77834548266146
129.0,73.0,12.53548343218238
74.0,118.0,22.473107808668775
141.0,74.0,18.81946560160028
74.0,152.0,13.84711092531491
75.0,198.0,10.61272435248315
76.0,102.0,5.745611277013694
76.0,110.0,13.897711063266176
172.0,77.0,11.92555833306336
77.0,184.0,6.490218068271291
78.0,176.0,54.878691497020924
80.0,85.0,18.99369201501052
80.0,119.0,20.031588058423694
151.0,82.0,19.88960968837882
155.0,84.0,20.768288075452887
85.0,126.0,24.620892828783287
131.0,86.0,10.049190307372408
145.0,86.0,9.410595765391433
199.0,87.0,14.387616620845801
88.0,159.0,11.583179208705904
163.0,88.0,10.387099955939041
89.0,161.0,15.999944027421252
91.0,159.0,18.173444387020087
92.0,188.0,43.21371828007959
92.0,173.0,14.800275546352903
92.0,194.0,11.268787693742503
94.0,185.0,19.004039689996358
94.0,190.0,26.46239791233275
115.0,95.0,10.006799724833217
106.0,96.0,11.077284012904588
96.0,151.0,21.217487062674433
96.0,176.0,14.30116760537236
96.0,197.0,8.109980425356705
97.0,109.0,13.628044743749387
97.0,163.0,54.39529697438771
114.0,97.0,16.852626130794803
99.0,109.0,48.635421195936864
100.0,116.0,29.124664629325512
100.0,130.0,11.457944800619014
101.0,169.0,13.28203044629693
102.0,136.0,41.54255929870966
102.0,188.0,48.614119460639834
102.0,160.0,19.889254674305537
103.0,147.0,18.25214786025858
165.0,103.0,15.23561439892196
104.0,142.0,10.15149395292512
104.0,165.0,21.375473281878328
106.0,111.0,1.4444861523585624
106.0,133.0,10.109947868336091
106.0,192.0,6.6712930383757785
106.0,202.0,13.343409628024533
126.0,107.0,16.805216246470966
191.0,108.0,12.981625387078276
111.0,130.0,12.418036057101334
111.0,196.0,10.020077143302043
112.0,139.0,22.758169522005414
112.0,185.0,11.971545290281295
125.0,113.0,7.837446308389944
113.0,134.0,17.617779701892207
113.0,157.0,14.430085097153196
115.0,198.0,11.961263687648936
116.0,164.0,16.23734155031376
116.0,192.0,30.2836874287335
185.0,117.0,21.580498148453444
127.0,120.0,11.319240384875751
120.0,173.0,12.344376890219053
193.0,120.0,12.71215129240957
169.0,121.0,11.157331337804168
121.0,171.0,29.20188491708424
121.0,169.0,11.157331337804168
162.0,122.0,13.053472285476769
122.0,194.0,34.61016241015762
124.0,208.0,26.440063718195432
146.0,125.0,11.343257232761252
159.0,126.0,17.585190136933054
129.0,137.0,22.022561545224484
154.0,129.0,3.8052757590694406
132.0,131.0,4.316505069393812
202.0,133.0,8.513387080940166
136.0,135.0,3.458074736267484
174.0,135.0,6.755650542423851
136.0,188.0,11.156815723101108
154.0,137.0,19.143003414162465
203.0,137.0,24.802247808283944
138.0,178.0,7.044771593343045
179.0,139.0,13.821200390846926
141.0,164.0,29.098014284726677
142.0,165.0,22.406550966747627
143.0,161.0,9.935780519428057
167.0,144.0,18.18142920842377
195.0,144.0,16.564919647085866
145.0,156.0,10.961382772472364
147.0,165.0,32.95408737622217
148.0,152.0,10.024062664095778
148.0,176.0,7.846676162630918
149.0,180.0,25.256170243540595
149.0,185.0,34.27487256027295
153.0,170.0,10.127503851439045
153.0,179.0,7.791612625548837
153.0,186.0,19.909500716878927
153.0,205.0,12.684172138803241
204.0,155.0,12.733265651076163
171.0,157.0,10.60467325461754
158.0,184.0,11.514893432157475
158.0,187.0,7.607898521427624
163.0,159.0,4.770543705766531
203.0,162.0,15.594072297228777
165.0,185.0,13.903435067246601
165.0,186.0,19.154445412381936
165.0,190.0,13.052307932312626
168.0,206.0,14.48406077800959
170.0,183.0,5.892862592988086
172.0,180.0,11.268357076292366
205.0,174.0,5.6459733334350055
196.0,176.0,7.103176894807333
178.0,206.0,7.369885084092004
181.0,182.0,12.231458825688566
181.0,193.0,19.452508360705213
188.0,182.0,18.20655107234396
187.0,184.0,4.277999846201876
192.0,197.0,9.801961068889364
196.0,207.0,14.933444664787936
208.0,200.0,17.815163669609063
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
